,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,label
92,17.0,15.0,11.0,13.0,11.0,17.0,11.0,16.0,0.3319061954
93,1.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0570564059179
94,15.0,19.0,13.0,13.0,19.0,10.0,16.0,13.0,0.342291543901
95,6.0,2.0,7.0,8.0,5.0,6.0,5.0,10.0,0.156174639122
96,14.0,21.0,16.0,11.0,16.0,10.0,14.0,16.0,0.371262725803
97,17.0,8.0,16.0,13.0,13.0,14.0,15.0,17.0,0.318438828379
98,1.0,4.0,3.0,6.0,6.0,4.0,4.0,2.0,0.0997085565766
99,16.0,11.0,20.0,20.0,17.0,25.0,17.0,23.0,0.443728840032
100,15.0,23.0,19.0,14.0,15.0,15.0,17.0,14.0,0.396824436189
101,10.0,9.0,14.0,10.0,4.0,11.0,7.0,7.0,0.229284726749
102,6.0,7.0,9.0,2.0,2.0,9.0,10.0,7.0,0.176889006677
103,16.0,14.0,15.0,18.0,12.0,16.0,9.0,12.0,0.3686850559
104,10.0,13.0,12.0,12.0,12.0,11.0,7.0,15.0,0.286817304898
105,13.0,13.0,14.0,15.0,9.0,12.0,16.0,17.0,0.340981955003
106,10.0,15.0,12.0,12.0,9.0,15.0,12.0,12.0,0.257828418593
107,4.0,3.0,3.0,4.0,4.0,2.0,3.0,7.0,0.0974143404582
108,4.0,10.0,7.0,3.0,6.0,6.0,6.0,6.0,0.169860211707
109,11.0,15.0,13.0,22.0,18.0,12.0,16.0,16.0,0.342179127729
110,6.0,6.0,7.0,5.0,7.0,10.0,5.0,4.0,0.176846608323
111,0.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0506683768753
112,12.0,13.0,8.0,8.0,13.0,17.0,13.0,14.0,0.29818935437
113,12.0,10.0,9.0,12.0,6.0,10.0,7.0,5.0,0.215874287331
114,20.0,21.0,24.0,18.0,26.0,25.0,25.0,18.0,0.54165773615
115,28.0,22.0,23.0,27.0,23.0,24.0,23.0,21.0,0.603084601331
116,8.0,3.0,5.0,6.0,5.0,3.0,7.0,4.0,0.152289039694
117,13.0,12.0,12.0,11.0,13.0,12.0,14.0,10.0,0.311588743858
118,8.0,9.0,9.0,10.0,5.0,5.0,10.0,8.0,0.200385816211
119,5.0,8.0,4.0,3.0,4.0,2.0,3.0,4.0,0.115553206461
120,7.0,8.0,4.0,5.0,11.0,8.0,7.0,11.0,0.21292459255
121,13.0,10.0,13.0,8.0,8.0,11.0,13.0,11.0,0.276773486924
122,14.0,11.0,10.0,12.0,11.0,19.0,13.0,12.0,0.300887203923
123,0.0,5.0,9.0,9.0,8.0,5.0,6.0,7.0,0.148125648292
124,4.0,7.0,10.0,11.0,6.0,11.0,7.0,5.0,0.177864682515
125,22.0,15.0,19.0,25.0,19.0,20.0,20.0,26.0,0.526934992567
126,22.0,29.0,21.0,28.0,28.0,23.0,24.0,30.0,0.618606597305
127,15.0,13.0,13.0,23.0,17.0,13.0,13.0,17.0,0.362218636393
128,11.0,15.0,5.0,15.0,11.0,12.0,13.0,11.0,0.29269238394
129,4.0,10.0,4.0,9.0,8.0,6.0,9.0,7.0,0.151269101556
130,16.0,15.0,20.0,15.0,14.0,18.0,17.0,13.0,0.358882558507
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00567097526253
132,10.0,15.0,6.0,8.0,8.0,14.0,13.0,16.0,0.279133756211
133,22.0,11.0,20.0,23.0,20.0,19.0,19.0,21.0,0.468107142557
134,11.0,10.0,15.0,12.0,8.0,9.0,9.0,10.0,0.25970938712
135,10.0,4.0,7.0,11.0,10.0,5.0,5.0,13.0,0.250057954649
136,4.0,5.0,3.0,7.0,7.0,1.0,3.0,2.0,0.101072896367
137,12.0,10.0,14.0,15.0,11.0,15.0,17.0,19.0,0.359435896038
138,13.0,15.0,18.0,20.0,16.0,13.0,17.0,15.0,0.458930265928
139,14.0,18.0,13.0,12.0,17.0,18.0,10.0,14.0,0.305373010358
140,23.0,31.0,26.0,30.0,21.0,26.0,22.0,27.0,0.650600809634
141,12.0,6.0,10.0,8.0,10.0,10.0,14.0,10.0,0.266163487547
142,23.0,15.0,23.0,18.0,17.0,15.0,21.0,20.0,0.470256849241
143,7.0,18.0,17.0,13.0,15.0,11.0,9.0,7.0,0.318910994528
144,2.0,2.0,0.0,3.0,2.0,4.0,2.0,1.0,0.0565774136725
145,10.0,6.0,6.0,4.0,7.0,9.0,6.0,4.0,0.197606217104
146,17.0,15.0,14.0,19.0,15.0,10.0,14.0,17.0,0.384748327575
147,4.0,2.0,4.0,7.0,5.0,7.0,3.0,5.0,0.151240458915
148,11.0,10.0,10.0,10.0,19.0,13.0,14.0,17.0,0.388189045565
149,25.0,24.0,24.0,28.0,31.0,31.0,34.0,33.0,0.719902182177
150,4.0,6.0,4.0,2.0,4.0,4.0,0.0,4.0,0.113253947212
151,12.0,6.0,7.0,10.0,5.0,8.0,8.0,13.0,0.21713696115
152,14.0,14.0,14.0,9.0,12.0,19.0,13.0,15.0,0.362709868064
153,8.0,8.0,10.0,8.0,8.0,10.0,11.0,9.0,0.177043278974
154,13.0,16.0,17.0,14.0,14.0,12.0,23.0,20.0,0.427703249907
155,1.0,7.0,3.0,5.0,5.0,1.0,2.0,1.0,0.0564857647428
156,15.0,23.0,22.0,17.0,20.0,15.0,23.0,21.0,0.487690841609
157,23.0,19.0,16.0,22.0,22.0,22.0,19.0,22.0,0.587649686396
158,8.0,3.0,7.0,4.0,3.0,5.0,5.0,2.0,0.0936447193455
159,14.0,19.0,16.0,20.0,13.0,13.0,18.0,18.0,0.439019279555
160,25.0,24.0,23.0,27.0,23.0,24.0,23.0,22.0,0.593252996169
161,8.0,8.0,5.0,8.0,6.0,7.0,7.0,8.0,0.209956918141
162,6.0,1.0,6.0,3.0,1.0,5.0,2.0,2.0,0.096759537221
163,6.0,4.0,0.0,3.0,5.0,4.0,2.0,2.0,0.100123871274
164,9.0,9.0,6.0,13.0,9.0,13.0,8.0,16.0,0.236680577697
165,16.0,13.0,18.0,14.0,12.0,11.0,15.0,12.0,0.289820287047
166,20.0,20.0,14.0,19.0,21.0,22.0,26.0,32.0,0.501352557778
167,6.0,16.0,5.0,14.0,11.0,7.0,7.0,8.0,0.208214810294
168,9.0,10.0,13.0,16.0,8.0,12.0,12.0,11.0,0.309850303846
169,17.0,19.0,15.0,18.0,17.0,18.0,13.0,21.0,0.404394329261
170,16.0,22.0,22.0,18.0,18.0,15.0,16.0,9.0,0.436188737472
171,4.0,7.0,7.0,8.0,4.0,5.0,8.0,9.0,0.165783823459
172,4.0,4.0,4.0,7.0,8.0,9.0,5.0,6.0,0.122161428185
173,20.0,16.0,13.0,16.0,23.0,22.0,15.0,9.0,0.407773787376
174,18.0,24.0,23.0,15.0,24.0,20.0,25.0,14.0,0.48303407003
175,10.0,9.0,13.0,15.0,14.0,17.0,14.0,13.0,0.32777364534
176,15.0,18.0,15.0,13.0,17.0,10.0,17.0,19.0,0.398155328597
177,24.0,23.0,22.0,20.0,21.0,24.0,28.0,19.0,0.523947289395
178,20.0,22.0,19.0,19.0,19.0,19.0,20.0,20.0,0.508191634052
179,19.0,26.0,20.0,17.0,22.0,19.0,21.0,15.0,0.483047154979
180,4.0,8.0,4.0,4.0,5.0,4.0,8.0,6.0,0.118242558464
181,16.0,14.0,16.0,17.0,15.0,12.0,16.0,17.0,0.374070100961
182,26.0,25.0,24.0,19.0,22.0,23.0,17.0,25.0,0.562687850563
183,12.0,8.0,15.0,14.0,10.0,8.0,11.0,12.0,0.267432568634
184,7.0,11.0,9.0,12.0,7.0,14.0,12.0,14.0,0.288445742019
185,9.0,10.0,9.0,10.0,11.0,6.0,11.0,12.0,0.245701503874
186,10.0,9.0,11.0,18.0,11.0,7.0,14.0,12.0,0.286289059212
187,11.0,12.0,9.0,14.0,11.0,12.0,13.0,11.0,0.299531394192
188,8.0,8.0,6.0,12.0,6.0,9.0,7.0,8.0,0.211024870358
189,15.0,19.0,12.0,10.0,13.0,13.0,7.0,17.0,0.349100201436
190,15.0,13.0,22.0,18.0,16.0,19.0,19.0,16.0,0.448493258513
191,6.0,13.0,11.0,9.0,5.0,9.0,8.0,12.0,0.212781151473
192,21.0,17.0,15.0,16.0,18.0,17.0,14.0,13.0,0.358943331952
193,25.0,20.0,22.0,20.0,21.0,24.0,30.0,25.0,0.579363770869
194,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0480339650599
195,12.0,12.0,10.0,8.0,9.0,10.0,5.0,11.0,0.235146256459
196,4.0,3.0,4.0,3.0,3.0,1.0,3.0,7.0,0.087539869924
197,14.0,14.0,17.0,12.0,10.0,6.0,15.0,13.0,0.344010102537
198,6.0,5.0,6.0,1.0,4.0,5.0,4.0,10.0,0.15632028896
199,4.0,4.0,7.0,1.0,1.0,5.0,7.0,4.0,0.0892182810068
200,11.0,14.0,10.0,11.0,18.0,10.0,14.0,10.0,0.334315326946
201,12.0,10.0,17.0,8.0,14.0,12.0,16.0,11.0,0.315630903264
202,12.0,4.0,7.0,3.0,6.0,5.0,6.0,6.0,0.158314749808
203,14.0,12.0,13.0,10.0,14.0,15.0,7.0,14.0,0.349395876548
204,14.0,8.0,5.0,7.0,8.0,9.0,14.0,10.0,0.272590206702
205,11.0,13.0,6.0,10.0,11.0,8.0,7.0,3.0,0.233678874303
206,25.0,23.0,29.0,29.0,29.0,25.0,25.0,22.0,0.639087872892
207,5.0,5.0,5.0,5.0,3.0,5.0,8.0,1.0,0.114497307221
208,18.0,18.0,15.0,25.0,17.0,21.0,22.0,19.0,0.454191479164
209,6.0,5.0,10.0,4.0,6.0,8.0,5.0,5.0,0.120198731545
210,2.0,4.0,3.0,2.0,2.0,1.0,8.0,3.0,0.0980739980865
211,8.0,14.0,9.0,13.0,10.0,11.0,14.0,11.0,0.281698242294
212,19.0,20.0,17.0,20.0,24.0,21.0,19.0,27.0,0.501641354748
213,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0301142630575
214,11.0,11.0,8.0,8.0,10.0,8.0,11.0,9.0,0.205399196279
215,4.0,12.0,6.0,7.0,8.0,8.0,10.0,10.0,0.220284596981
216,11.0,15.0,11.0,13.0,12.0,15.0,3.0,7.0,0.254786727845
217,17.0,13.0,11.0,17.0,20.0,12.0,18.0,19.0,0.392823015199
218,12.0,16.0,17.0,10.0,15.0,10.0,15.0,13.0,0.344600904861
219,16.0,19.0,15.0,14.0,12.0,17.0,19.0,14.0,0.391801285205
220,22.0,27.0,26.0,19.0,20.0,20.0,25.0,19.0,0.555420910814
221,5.0,10.0,4.0,4.0,5.0,5.0,5.0,4.0,0.16319326472
222,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0265199071571
223,5.0,4.0,1.0,6.0,4.0,4.0,3.0,3.0,0.0715484323046
224,6.0,6.0,6.0,9.0,4.0,6.0,8.0,8.0,0.170642033862
225,7.0,9.0,10.0,19.0,11.0,12.0,12.0,8.0,0.266381992119
226,12.0,3.0,12.0,11.0,15.0,15.0,11.0,15.0,0.249385317649
227,6.0,1.0,8.0,4.0,7.0,7.0,10.0,7.0,0.163584866448
228,4.0,4.0,6.0,3.0,5.0,7.0,7.0,8.0,0.109303839882
229,16.0,18.0,15.0,15.0,11.0,20.0,16.0,21.0,0.42787507291
230,17.0,19.0,15.0,12.0,14.0,15.0,22.0,11.0,0.384489568372
231,19.0,15.0,12.0,17.0,13.0,15.0,8.0,14.0,0.385838558628
232,18.0,10.0,16.0,15.0,16.0,15.0,11.0,12.0,0.381237867269
233,6.0,7.0,5.0,5.0,6.0,8.0,4.0,11.0,0.173289657684
234,5.0,4.0,9.0,4.0,5.0,6.0,7.0,5.0,0.13573175879
235,26.0,11.0,14.0,17.0,14.0,14.0,10.0,21.0,0.360756179674
236,13.0,15.0,14.0,12.0,11.0,10.0,15.0,17.0,0.355484024492
237,16.0,15.0,10.0,13.0,15.0,13.0,14.0,17.0,0.358416688475
238,18.0,17.0,12.0,14.0,15.0,16.0,13.0,16.0,0.352925630546
239,1.0,0.0,2.0,4.0,5.0,3.0,4.0,1.0,0.069340612774
240,14.0,13.0,12.0,15.0,13.0,16.0,15.0,16.0,0.349982737641
241,6.0,3.0,6.0,4.0,6.0,4.0,8.0,6.0,0.155310594902
242,13.0,20.0,11.0,15.0,13.0,14.0,12.0,12.0,0.342351037357
243,11.0,6.0,0.0,10.0,7.0,7.0,6.0,11.0,0.15773066288
244,16.0,14.0,11.0,14.0,24.0,13.0,13.0,16.0,0.401699317367
245,20.0,28.0,25.0,26.0,26.0,25.0,26.0,29.0,0.588018819389
246,1.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,0.0684577504781
247,19.0,15.0,15.0,10.0,12.0,15.0,17.0,16.0,0.37833694396
248,1.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,0.101602661401
249,7.0,8.0,5.0,11.0,10.0,11.0,14.0,9.0,0.250870413975
250,5.0,13.0,9.0,5.0,6.0,10.0,8.0,7.0,0.205420207723
251,1.0,0.0,3.0,2.0,5.0,3.0,3.0,3.0,0.0875723121204
252,35.0,35.0,34.0,39.0,34.0,35.0,33.0,33.0,0.867917903916
253,20.0,25.0,16.0,16.0,20.0,24.0,26.0,19.0,0.499574711247
254,6.0,2.0,6.0,4.0,12.0,6.0,3.0,6.0,0.143977977303
255,15.0,20.0,20.0,23.0,22.0,21.0,18.0,16.0,0.465047368019
256,5.0,7.0,6.0,9.0,7.0,6.0,8.0,11.0,0.182038892537
257,27.0,24.0,25.0,24.0,18.0,24.0,22.0,23.0,0.60783114357
258,6.0,16.0,17.0,12.0,11.0,10.0,11.0,10.0,0.293491905751
259,21.0,23.0,25.0,17.0,22.0,21.0,19.0,18.0,0.514682809911
260,15.0,15.0,11.0,17.0,16.0,11.0,13.0,12.0,0.350574887349
261,3.0,5.0,4.0,2.0,6.0,1.0,1.0,1.0,0.0723266906548
262,13.0,10.0,12.0,15.0,11.0,15.0,18.0,14.0,0.338784212841
263,24.0,26.0,31.0,27.0,26.0,24.0,26.0,29.0,0.60764189664
264,7.0,10.0,14.0,13.0,9.0,11.0,12.0,15.0,0.310535917067
265,13.0,9.0,11.0,12.0,8.0,9.0,9.0,8.0,0.221526033271
266,14.0,17.0,11.0,10.0,15.0,10.0,17.0,3.0,0.318840058816
267,22.0,25.0,21.0,27.0,25.0,22.0,31.0,25.0,0.621755802749
268,16.0,17.0,11.0,17.0,16.0,14.0,23.0,14.0,0.437890584429
269,9.0,15.0,12.0,15.0,13.0,15.0,16.0,17.0,0.357668130183
270,8.0,1.0,4.0,4.0,6.0,9.0,4.0,12.0,0.125621746095
271,14.0,13.0,15.0,14.0,9.0,12.0,12.0,9.0,0.342248841074
272,27.0,23.0,20.0,14.0,13.0,16.0,16.0,20.0,0.403089351441
273,14.0,13.0,8.0,17.0,11.0,9.0,11.0,12.0,0.323502705976
274,3.0,2.0,1.0,5.0,8.0,5.0,5.0,5.0,0.103404758109
275,20.0,22.0,26.0,25.0,18.0,16.0,26.0,22.0,0.552300336817
276,15.0,15.0,13.0,20.0,10.0,18.0,16.0,12.0,0.320989214042
277,23.0,25.0,21.0,23.0,25.0,20.0,21.0,25.0,0.576733188141
278,20.0,27.0,21.0,21.0,20.0,19.0,22.0,17.0,0.541181760411
279,12.0,13.0,17.0,10.0,8.0,13.0,17.0,12.0,0.295934007026
280,17.0,13.0,12.0,14.0,13.0,15.0,12.0,8.0,0.349193174093
281,10.0,2.0,5.0,9.0,7.0,7.0,7.0,7.0,0.181581376981
282,3.0,5.0,10.0,7.0,11.0,6.0,5.0,6.0,0.188363662312
283,21.0,22.0,20.0,20.0,14.0,19.0,19.0,17.0,0.510536783543
284,22.0,20.0,21.0,24.0,22.0,20.0,17.0,20.0,0.49032780784
285,21.0,19.0,18.0,17.0,21.0,19.0,9.0,21.0,0.451390287079
286,7.0,4.0,3.0,4.0,4.0,7.0,6.0,1.0,0.0955126556726
287,8.0,10.0,8.0,9.0,15.0,6.0,10.0,11.0,0.247264534603
288,10.0,13.0,10.0,9.0,16.0,11.0,11.0,13.0,0.290508999424
289,7.0,11.0,17.0,17.0,14.0,13.0,17.0,15.0,0.316323709285
290,9.0,10.0,10.0,9.0,9.0,18.0,8.0,8.0,0.248059717787
291,15.0,17.0,12.0,10.0,11.0,10.0,10.0,14.0,0.339886268549
292,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0269950663912
293,12.0,11.0,5.0,10.0,8.0,13.0,11.0,9.0,0.28407310603
294,11.0,18.0,16.0,14.0,12.0,18.0,18.0,14.0,0.355488056232
295,13.0,12.0,11.0,11.0,7.0,16.0,17.0,17.0,0.327841169064
296,11.0,14.0,13.0,12.0,12.0,15.0,13.0,9.0,0.340513463765
297,5.0,3.0,5.0,3.0,5.0,4.0,9.0,5.0,0.103107749676
298,2.0,1.0,4.0,4.0,2.0,3.0,0.0,2.0,0.0732749254126
299,33.0,36.0,34.0,35.0,30.0,34.0,37.0,32.0,0.835565395515
300,5.0,4.0,3.0,4.0,8.0,5.0,7.0,3.0,0.154635843909
301,10.0,12.0,13.0,9.0,18.0,11.0,12.0,17.0,0.285063162319
302,7.0,14.0,8.0,11.0,8.0,12.0,9.0,14.0,0.275217923468
303,10.0,9.0,11.0,11.0,9.0,10.0,11.0,9.0,0.229574624983
304,7.0,5.0,7.0,12.0,7.0,6.0,6.0,2.0,0.177843569876
305,6.0,4.0,8.0,5.0,10.0,6.0,10.0,4.0,0.176548556845
306,13.0,15.0,12.0,15.0,17.0,7.0,12.0,15.0,0.385278937232
307,12.0,8.0,7.0,11.0,16.0,11.0,5.0,8.0,0.302347050745
308,19.0,17.0,25.0,20.0,17.0,24.0,20.0,17.0,0.47625514907
309,8.0,7.0,3.0,10.0,5.0,12.0,12.0,12.0,0.231577848709
310,7.0,5.0,5.0,8.0,4.0,6.0,9.0,4.0,0.163192664179
311,10.0,14.0,11.0,7.0,10.0,12.0,10.0,6.0,0.227789381072
312,11.0,13.0,16.0,7.0,14.0,9.0,12.0,13.0,0.304030798832
313,13.0,12.0,13.0,12.0,12.0,12.0,14.0,13.0,0.269366933006
314,10.0,18.0,14.0,11.0,12.0,13.0,10.0,9.0,0.32303485376
315,16.0,14.0,17.0,16.0,10.0,16.0,11.0,13.0,0.382201365428
316,15.0,11.0,25.0,24.0,22.0,22.0,17.0,14.0,0.46205681121
317,8.0,13.0,10.0,7.0,7.0,13.0,7.0,9.0,0.222784527617
318,16.0,11.0,10.0,12.0,10.0,13.0,16.0,8.0,0.379236896679
319,19.0,14.0,8.0,15.0,12.0,15.0,12.0,10.0,0.392084397627
320,17.0,14.0,15.0,15.0,17.0,15.0,11.0,14.0,0.35003637923
321,13.0,16.0,9.0,4.0,14.0,11.0,11.0,10.0,0.245549020687
322,38.0,36.0,38.0,35.0,35.0,38.0,34.0,33.0,0.924126226343
323,16.0,9.0,8.0,8.0,11.0,10.0,7.0,13.0,0.261526586721
324,5.0,7.0,6.0,3.0,4.0,10.0,13.0,8.0,0.242819448622
325,16.0,20.0,18.0,18.0,13.0,24.0,14.0,21.0,0.45354165173
326,6.0,8.0,7.0,14.0,6.0,11.0,7.0,12.0,0.203124816879
327,19.0,18.0,22.0,20.0,23.0,18.0,13.0,22.0,0.467769644194
328,5.0,1.0,7.0,3.0,4.0,2.0,3.0,5.0,0.100845469491
329,13.0,16.0,11.0,12.0,18.0,13.0,14.0,13.0,0.332578681425
330,8.0,14.0,13.0,8.0,16.0,10.0,9.0,11.0,0.287560400382
331,12.0,10.0,10.0,14.0,7.0,6.0,9.0,12.0,0.287956081746
332,8.0,15.0,12.0,6.0,13.0,11.0,11.0,9.0,0.245429846525
333,16.0,12.0,7.0,12.0,11.0,9.0,11.0,13.0,0.329959609867
334,18.0,8.0,11.0,17.0,13.0,7.0,10.0,9.0,0.287314412557
335,24.0,25.0,25.0,21.0,25.0,24.0,22.0,22.0,0.531032257543
336,12.0,11.0,5.0,6.0,15.0,7.0,8.0,8.0,0.2618645502
337,12.0,15.0,12.0,10.0,9.0,18.0,16.0,14.0,0.352306436694
